StopId,StopAbbr,StopName,Lat,Lon
13215,BergB402,Bergesida boligfelt,60451781,12099270
13216,Skase401,Skasenden,60429080,12265203
13217,Gjeve402,Gjevert,60409483,12390528
13218,Gjeve401,Gjevert,60410134,12390723
13219,Finne401,Finnetunet,60415948,12395708
13220,Finne402,Finnetunet,60416202,12397370
13221,Revho401,Revholtet,60419586,12425223
13222,Revho402,Revholtet,60419273,12426535
13223,Vestb432,Vestby,60350364,11947489
13224,Nesæt402,Nesætervegen,60351161,11955322
13225,Nesæt401,Nesætervegen,60351092,11955569
13226,Nords422,Nordsetvegen,60351211,11968763
13227,Ramsø401,Ramsøya,60359998,12019461
13228,Gruvå402,Gruvåsvegen,60354220,12015916
13229,Gruvå401,Gruvåsvegen,60354250,12015773
13230,Fosse402,Fosseidvegen,60342464,12015700
13231,Årnes412,Årnes,60322840,12003797
13232,Årnes411,Årnes,60322300,12003439
13233,Bjørn491,Bjørnstad,60307807,11999862
13234,Rings411,Ringshella,60299614,11997028
13235,Li___401,Li,60295643,11994203
13236,Furde401,Furderudvegen,60290028,11997363
13237,Båner402,Bånerud,60280944,12004529
13238,Båner401,Bånerud,60280615,12004752
13239,NGjøl401,Nordre Gjølstad,60273141,12017380
13240,SGjøl401,Søndre Gjølstad,60268008,12024956
13241,Rolst401,Rolstadmoen,60259412,12029967
13242,Leiru401,Leirrud,60243847,12027715
13243,Leirr402,Leirrud bru,60236793,12023413
13244,Sæter432,Sæter gård,60217040,12015670
13245,Glåml402,Glåmlia,60202854,12016388
13246,Glåml401,Glåmlia,60202577,12016291
13247,KonRå401,Kongsvinger rådhus,60190923,11998114
13248,KonRå402,Kongsvinger rådhus,60191323,11998692
13249,Sann_402,Sann,60214910,11931480
13250,Greåk402,Greåker,60211688,11958500
13251,KonGj401,Kongsvinger gjestegård,60208690,11966805
13252,KonGj402,Kongsvinger gjestegård,60208629,11966728
13253,Vange401,Vangen,60205358,11973581
13254,Vange402,Vangen,60204869,11974114
13255,Indus401,Industribyggene,60201460,11979112
13256,Indus402,Industribyggene,60201139,11979372
13257,Valha401,Valhallvegen,60198600,11982806
13258,Valha402,Valhallvegen,60198043,11983585
13259,Taver401,Taverna,60193784,11992763
13260,Speta401,Spetalen,60192748,11900366
13261,ÅsuSk402,Åsum skole,60199442,11912905
13262,Åsumb402,Åsumbrenna,60207138,11945344
13263,Siva_412,Siva,60204914,11953214
13264,Onsta402,Onstadvegen,60202520,11962421
13265,Onsta401,Onstadvegen,60202350,11963399
13266,RemaK402,Rema 1000 Kurudsand,60189212,11987261
13267,RemaK401,Rema 1000 Kurudsand,60189343,11987345
13268,ØvBad401,Øvre Badstuvegen,60188132,11981242
13269,ØvBad402,Øvre Badstuvegen,60187976,11981372
13270,Ut107401,Utsiktsvegen 107,60183102,11984754
13271,VinHo401,Vinger Hotell,60186587,12012189
13272,VinHo402,Vinger Hotell,60186486,12012288
13273,Tajev411,Tajevegen,60185203,12010997
13274,Tajev412,Tajevegen,60184824,12011486
13275,Rastv402,Rastavegen,60179100,12019800
13276,Rastv401,Rastavegen,60179123,12019946
13277,Høgsk402,Høgskolen,60173685,12017283
13278,Gaupe401,Gaupevegen,60172011,12023297
13279,Gaupe402,Gaupevegen,60171996,12023169
13280,LierX402,Lierkrysset sørgående,60143557,12032794
13281,LierX403,Lierkrysset mot Rauhella,60144088,12031960
13282,Mariå402,Mariåsen,60132916,12033090
13283,Stren401,Strengelsrud,60120558,12052408
13284,Sjøen402,Sjøenden,60098098,12067747
13285,Fiske422,Fiskegarden,60161167,12059620
13286,Fiske421,Fiskegarden,60161078,12059611
13287,GranX401,Granlikrysset,60143563,12056181
13288,Kiosk402,Kiosken,60134246,12085562
13289,Gjerm402,Gjermshus,60133230,12093285
13290,Linne412,Linnerudhaugvn,59997738,12356392
13291,Linne411,Linnerudhaugvn,59997328,12355579
13292,Kjerr401,Kjerret riksgrensen,60004953,12367389
13293,Kjærs401,Kjærsagbrua,60103464,12316375
13294,Ramtj402,Ramtjernåsen,60152238,12283418
13295,Maste401,Masterud,60148838,12299102
13296,SkinX411,Skinnarbølkrysset,60179225,12085329
13297,Mobek411,Mobekk Skinnarbøl,60181635,12099861
13298,Geitd402,Geitdansen,60186520,12096948
13299,Smest401,Smestadtjernet,60199224,12103128
13300,Hov__402,Hov,60198597,12030058
13301,BranS402,Brandval sagbruk,60325980,12019070
13302,NorvX401,Nor vegkryss,60349034,12056327
13303,NedVå412,Nedre Våler,60357053,12054011
13304,RovSk402,Roverud skole fv. 205,60255504,12067467
13305,RovSk401,Roverud skole fv. 205,60255714,12067704
13306,Bergr401,Bergerud,60261399,12077911
13307,Bruda401,Brudal,60268942,12082762
13308,Bruda402,Brudal,60268602,12082712
13309,Årbog402,Årbogen,60272906,12090046
13310,Nybru402,Nybrua,60276599,12105086
13311,HokDa401,Hokåsmovegen,60277856,12125018
13312,HokDa402,Hokåsmovegen,60277137,12126198
13313,Hofos401,Hofoss,60277547,12142666
13314,Åflod401,Åflodammen,60278639,12149665
13315,Åflod402,Åflodammen,60279447,12150087
13316,Tange402,Tangen,60283904,12158026
13317,Kakne401,Kaknesmyra,60287816,12190965
13318,Brgse402,Bergeseter,60292051,12223221
13319,Stein411,Steinreien,60298236,12238623
13320,Stein412,Steinreien,60298453,12239676
13321,Lunde432,Lundersæter,60304019,12258627
13322,Nyhus442,Nyhus,60300624,12265133
13323,Nyhus441,Nyhus,60300148,12266209
13324,Moen_402,Moen,60298243,12274981
13325,Moen_401,Moen,60297917,12276161
13326,Skolv411,Skolevegen,60297057,12284766
13327,Diger401,Digernessetra,60311833,12268662
13328,Diger402,Digernessetra,60311872,12269282
13329,Gjers402,Gjersjøen,60319673,12277618
13330,Lysta401,Lystad,60340457,12295822
13331,Solha411,Solhaug,60336102,12297141
13332,Solha412,Solhaug,60336754,12297315
13333,EndeX401,Enderudkrysset,60104203,12212897
13334,Poste401,Posteringsbrua,60120799,12109549
13335,Åboge402,Åbogen,60112441,12116879
13336,Granl451,Granli,59996781,12309969
13337,Finns402,Finnsrud,59997543,12317186
13338,Finns401,Finnsrud,59997568,12317655
13339,Bkeng401,Bekkengen,59989479,12336379
13340,Vestm411,Vestmarka,59931811,11992245
13341,Stanv401,Stangnessætervegen,59938642,11999648
13342,Stanv402,Stangnessætervegen,59938586,11999733
13343,Rasta401,Rastad,59951497,12010054
13344,Stang411,Stangnes,59959920,12041228
13345,Tuhus401,Tuhusporta,59981008,12107213
13346,Repsh402,Repshus,59983412,12103583
13347,Repsh401,Repshus,59983471,12103337
13348,SkoBr401,Skotterud brannstasjon,59982633,12126660
13349,HalbN402,Halbekken nord,59979670,12131867
13350,HalbS402,Halbekken sør,59977006,12141853
13351,Walma401,Walmann,59974536,12154222
13352,Walma402,Walmann,59973914,12155813
13353,Ilagm402,Ilagsmoen,59971654,12163682
13354,EidsM401,Eidskog Mekaniske,59958250,12191325
13355,Nevje402,Nevjen,59968471,12223697
13356,Åsen_411,Åsen,59973198,12228119
13357,Åsen_412,Åsen,59973657,12228827
13358,Grans401,Gransæter,59979958,12232794
13359,Sørpe401,Sørpebøl,60000333,12090905
13360,Bergr422,Berger,60011199,12093482
13361,Sjøli401,Sjøli,60002280,12120818
13362,SkinX401,Skinnpungrudkrysset,60022313,12097376
13363,SkinX402,Skinnpungrudkrysset,60022806,12099738
13364,Skuls402,Skulstad,60022785,12106002
13365,Skuls401,Skulstad,60023277,12106838
13366,Matra401,Matrand,60027036,12123460
13367,Matra402,Matrand,60027226,12123424
13368,Galte412,Galterud Mat,60195415,11881906
13369,Bjørk421,Bjørkli,60191689,11863120
13370,Brust432,Brustad,60191308,11855382
13371,Flint401,Flinterud,60192836,11838455
13372,Herne421,Herneshagen,60215488,11849836
13373,Sa175402,Sander fv. 175,60227103,11809259
13374,Gjels401,Gjelsnes,60234344,11780426
13375,Nyjor402,Nyjordet,60238687,11758161
13376,Mangs401,Mangset,60237994,11739103
13377,Kjels411,Kjelsbøl,60238731,11722908
13378,Tronb402,Tronbøl,60246053,11677825
13379,Lukmo401,Lukmoen,60232119,11677790
13380,Liset401,Liset,60225310,11681352
13381,Åberg402,Åberg,60215383,11673319
13382,Åberg401,Åberg,60215422,11673159
13383,Nyhus411,Nyhusgrenda,60210922,11661076
13384,DiseS402,Disen søndre,60208214,11654052
13385,DiseS401,Disen søndre,60208083,11653427
13386,Disen402,Disenå,60206480,11642413
13387,Disen401,Disenå,60206804,11640580
13388,Høgho401,Høgholen,60178505,11587718
13389,Rings422,Ringstad,60183268,11639555
13390,DisSk401,Disenå skole Finnholtvegen,60199885,11643344
13391,Fulul401,Fululykkja,60209164,11892446
13392,SFulu402,Store Fulu,60210934,11883413
13393,Stebk401,Steinbakken,60219489,11863053
13394,Fulum401,Fulumoen,60224419,11856493
13395,Fulus401,Fulusagen,60230266,11845765
13396,Sundb401,Sundby,60231116,11827015
13397,Sundb402,Sundby,60231035,11827008
13398,Sa250402,Sander fv. 250,60232061,11815531
13399,Sandd402,Sanddalen,60236530,11797940
13400,Melst401,Melstrøm,60243035,11781254
13401,StrPr401,Strøm prestegård,60245445,11763548
13404,SlE16401,Slomarka E16,60247139,11745022
13405,Mobek402,Mobekk,60253043,11708765
13406,SolFh401,Solbakken folkehøyskole,60259034,11690277
13407,Galge411,Galgeberg,60246114,11668089
13408,TogsX401,Togstadkrysset,60242156,11667894
13409,Sandm401,Sandnesmoen,60232913,11667395
13410,Sandn402,Sandnes,60226381,11659820
13411,AntNo401,Antona nord,60219635,11644971
13412,Anton401,Antona,60217102,11636371
13413,UllGå401,Ullern gård,60215150,11631209
13414,Brune401,Bruneset,60212198,11622743
13415,Hylte402,Hylterud,60208227,11605855
13416,DystB402,Dysterud bru,60197537,11577087
13417,Jerst412,Jerstad,60259302,11754285
13418,Slåst401,Slåstad,60283413,11770825
13419,Slåst402,Slåstad,60283491,11770958
13420,Rønni452,Rønningen Slåstad,60298429,11756003
13421,Bekkn421,Bekken,60302766,11749181
13422,Bekkn422,Bekken,60302990,11748748
13423,Vålto402,Våltorpsvingen,60324051,11735175
13424,Slåse401,Slåstadseter,60340608,11719868
13425,Granh401,Granheim,60346266,11717294
13426,Blåda401,Blådammen,60351221,11721024
13427,Bøssm402,Bøssmyra gartneri,60263399,11658720
13428,Bakli402,Bakli,60269054,11649937
13429,Borge402,Borgen,60273610,11652603
13430,Borho412,Borgenholt,60279295,11650441
13431,Inngj402,Inngjerdselen,60285191,11647589
13432,Delbe402,Delbekk,60291119,11643580
13433,Tømte402,Tømterud,60298200,11640369
13434,Engeb421,Engebråten,60304129,11635815
13435,Gaust401,Gaustad,60307854,11632349
13436,Bekkv412,Bekkevold,60310877,11627160
13437,Kugge401,Kuggerud,60357440,11721343
13438,Nords441,Nordstrand,60363352,11718281
13439,Pilte401,Pilterud,60374266,11709992
13440,Berg_402,Berg,60377857,11706099
13441,Austv401,Austvatn,60378831,11691789
13442,Austv402,Austvatn,60379106,11690143
13443,MyraI401,Myra idrettsplass,60384162,11681376
13444,Rønni402,Rønningen Austvatn,60390284,11676706
13445,Sørke401,Sørkedalen,60394465,11670714
13446,Sørke402,Sørkedalen,60394498,11670826
13447,Høiby402,Høiby,60401349,11662526
13448,Nordb412,Nordby,60404627,11659434
13449,Dambr401,Dambrua,60409898,11652763
13450,Gardv401,Gardvikåsen,60418460,11646901
13451,Gardv402,Gardvikåsen,60418997,11646509
13452,Mosen401,Mosenteret,60424232,11640302
13453,Mosen402,Mosenteret,60424861,11639881
13454,HStor402,Harald Stormoens veg,60428746,11633308
13455,MoKrk402,Mo kirke,60428471,11637648
13456,Garst402,Garstad,60432548,11638651
13457,Brust412,Brustad,60435650,11637157
13458,Rudsd401,Rudsdammen,60439393,11636861
13459,Ruud_412,Ruud,60443961,11637522
13460,Rudsj401,Rudsjordet,60446790,11635315
13461,Rudsj402,Rudsjordet,60447014,11635351
13462,Berøg402,Bergsødegård,60452647,11636226
13463,Ødegå422,Ødegården,60455652,11637361
13464,Grinn402,Grinna,60460290,11639520
13465,BrgsB402,Bergstubrua,60465146,11640624
13466,Bekkv402,Bekkevold Knapper,60469743,11635757
13467,KnaSk402,Knapper skole,60470633,11629843
13468,Kreta401,Kretavegen,60441994,11611982
13469,Myhre411,Myhrer,60435341,11612247
13470,FjelX402,Fjellkrysset,60426203,11588210
13471,FjelX401,Fjellkrysset,60426177,11590464
13472,Grane402,Granerud,60410990,11561297
13473,Soløs401,Soløst,60395807,11521335
13474,Smeds401,Smedstadsvingen,60397547,11514807
13475,Stens401,Stenshagen,60396796,11507959
13476,Delbl401,Delbekklia,60399264,11499470
13477,Galte401,Galterud Løkker,60402776,11493275
13478,Løkli401,Løkkerlien,60397681,11474113
13479,Stenb401,Stenberg,60395689,11468170
13480,Ila__402,Ila,60410136,11487845
13481,LieB_401,Lie bru,60439249,11479201
13482,Veili402,Veili,60313908,11622423
13483,Sutte402,Sutterud,60318940,11620545
13484,Helge401,Helgedagsrud,60323942,11618355
13485,SHauk402,Søndre Haukerud,60330927,11614041
13486,Mello421,Mellom,60334387,11611672
13487,Bjelk402,Bjelker,60338768,11609050
13488,Svarv402,Svarverud,60342509,11605670
13489,Sogna402,Songnabben,60347324,11603861
13490,Sogna401,Songnabben,60347354,11603700
13491,Songn401,Songnes,60353540,11601582
13492,Strah422,Strandhaug,60358337,11590087
13493,Hanor402,Hanord,60362228,11575216
13494,Ilgoh402,Ilgohaugen,60367890,11561605
13495,Grønn412,Grønnerud,60374694,11547860
13496,Nesse402,Nesset,60379864,11540553
13497,Vestl411,Vestli,60399584,11524442
13498,Sands401,Sandsbråten,60403284,11521605
13499,Dagfi401,Dagfinnrud,60406958,11518766
13500,Gravl401,Gravli,60411690,11519386
13501,Flikk402,Flikkerud,60415515,11514269
13502,Vilbo401,Vilborg,60418706,11513207
13503,MBrei402,Mellom-Breiby,60420950,11513290
13504,Stens441,Stenskjær,60425424,11513272
13505,Skjep401,Skjeppestad,60430972,11512519
13506,HolOp401,Holt/Oppi,60435576,11509385
13507,Bruvo402,Bruvoll,60440608,11501192
13508,Korsh401,Korsholen,60448739,11495602
13509,Malun402,Malungen,60578211,11502076
13510,Skytt401,Skytterbanen Sørskogbygda,60949990,11818426
13511,Myra_401,Myra,60949145,11813272
13512,Vennb401,Vennersberg,60179041,12023565
13513,StaVs411,Stange videregående skole,60715363,11202609
13514,VallS401,Vallset skole,60680997,11341418
13515,OsSt_401,Os stasjon,62497249,11226958
13516,Os___401,Os sentrum,62496391,11224991
13517,AlvSt401,Alvdal stasjon,62109179,10631977
13518,BokfN421,Bokfinkvegen nord,60180977,12024034
13519,Fosse441,Fossen Mat,60939327,10716278
13520,Tynse401,Tynset bussterminal,62273643,10774144
13521,KirkT402,Kirketorget,60194700,12008655
13522,Boger401,Bogeråsen,60206669,11981210
13523,Hjørn402,Hjørnet,60635969,11332664
13524,Fager402,Fagerhaug,60656248,11304321
13525,Foss_402,Foss,60663213,11350596
13526,Sætbk402,Sæterbakken,60667473,11349936
13527,Haras402,Haraset,60662895,11386832
13528,Nords471,Nordseth,60664925,11382791
13529,Storm432,Stormorken,60670289,11373081
13530,Bratl401,Bratlien,60714633,11346671
13531,Bratl402,Bratlien,60714372,11346725
13532,Åsvan401,Åsvang,60719035,11350751
13533,FilsX402,Filsetkrysset,60722018,11331641
13534,Tofas402,Tofastrud,60724075,11323868
13535,Engel402,Engelberg,60728208,11315510
13536,Bryås401,Brynsåsen,60736374,11300836
13537,Bryås402,Brynsåsen,60736284,11300866
13538,Freds402,Fredsvold,60744437,11285265
13539,Freds403,Fredsvold,60744413,11286144
13540,HaugR402,Haug,60745881,11276413
13541,Herre401,Herredsvang,60751891,11265735
13542,HarsX402,Harstadkrysset,60766018,11264767
13543,Bergl411,Bergli,60762325,11299684
13544,Veibe402,Veiberg,60777089,11239301
13545,Arneb412,Arneberg,60757454,11212801
13546,Sykeh402,Sykehjemmet,60694910,11329605
13547,Egero401,Egerom,60700452,11326506
13548,Egero402,Egerom,60700594,11326571
13549,Muset401,Muset,60706306,11312083
13550,Korsb402,Korsbakken,60712020,11289488
13551,Bryhs402,Bryhnisvea,60722334,11266659
13552,Reins402,Reinsvoll,60723972,11257386
13553,Nygår402,Nygård,60724186,11246820
13554,UthuX402,Uthuskrysset,60723627,11232423
13555,Finst402,Finstad,60721772,11210456
13556,Navne401,Navneberget,60716063,11207552
13557,Navne402,Navneberget,60715851,11208967
13558,Usthø402,Usthøgda,60720690,11199783
13559,Hjerm401,Hjermstad,60701764,11162922
13560,Lille431,Lillebo,60775648,11147201
13561,Krogs401,Krogsti,60844930,11354767
13562,Årsba402,Årsbakk,60838558,11336483
13563,Grøho402,Grøholt,60833081,11325254
13564,Brenn411,Brenneriroa,60827264,11301808
13565,Brunl401,Brunlaug,60828034,11287255
13566,Balke401,Balke,60827818,11275613
13567,Jevna412,Jevnaker,60827956,11268503
13568,Fredt401,Fredtun,60818382,11052410
13569,Skogb402,Skogbrynet,60810913,11032681
13570,Snekk401,Snekkerstufeltet,60809919,11025981
13571,Oline401,Oline Holtmons veg,60807389,11028137
13572,AnkSv402,Ankerskogen svømmehall,60804554,11062756
13573,FurBh402,Furuberget barnehage,60810985,11037411
13574,Holsv402,Holsvegen,60815225,11046801
13575,Breid402,Breidablikk Aluvegen,60815566,11052156
13576,AnkVs402,Ankerskogen videregående skole,60804394,11074878
13577,SolSk432,Solvang skole,60808651,11088795
13578,Solva402,Solvang,60804737,11082345
13579,SykeF402,Sykehuset Furnesvegen,60799083,11071594
13580,Vien_401,Vien,60813246,11095347
13581,CCHam402,CC Hamar,60796091,11081722
13582,UtsPl402,Utstillingsplassen,60796700,11088587
13583,Brisk402,Briskeby stadion,60796458,11093147
13584,JustB401,Just Brochs gate,60797666,11101515
13585,Midts422,Midtstranda,60798510,11110135
13586,Åker_402,Åker,60800808,11122748
13587,VangK401,Vang kirke,60801174,11131375
13588,Torsh402,Torshov,60805458,11149400
13589,KayHa402,Kays Gartneri,60807253,11157315
13590,Nilsr402,Nilsrud rv. 25,60812625,11171762
13591,Vangs411,Vang sentral,60817938,11186375
13592,Grubh402,Grubhol,60819876,11193110
13593,Ålsta402,Ålstad,60822983,11210705
13594,Løvås422,Løvås,60824424,11221382
13595,Lager401,Lageråen,60826219,11232268
13596,Spabe401,Spaberg,60827390,11253083
13597,Koksh402,Kokshus,60780885,10891656
13598,Eng__402,Eng,60783819,10889312
13599,Gårum402,Gårum,60795204,10869641
13600,Slett422,Slettvoll,60809361,10839471
13601,Nerli402,Nerlien,60835463,10909949
13602,Monsb401,Monsbakken,60846059,10907489
13603,Sande402,Sanden Nesvegen,60868303,10908816
13604,Kvarb401,Kvarbergvika,60871693,10899017
13605,Skred402,Skredshol,60849404,10775452
13606,Åsgår401,Åsgård,60866726,10765972
13607,Tingv402,Tingvang,60903167,10725876
13608,Løvli402,Løvli,60905063,10718751
13609,StraM402,Strandvegen Moelv,60925011,10701541
13610,Gruva411,Gruva,60934146,10707768
13611,Snekk421,Snekkerhagen,60942538,10736887
13612,Kvebr402,Kvernstubrua,60947737,10767321
13613,HagaB401,Haga bruk,60960262,10765485
13614,Næros401,Næroset,60975147,10776049
13615,Arneb402,Arneberg,60997219,10797124
13616,Stubb412,Stubberudgrinda,61005539,10792803
13617,Granl411,Granly,61011159,10782779
13618,Busmu401,Busmundrud,61018356,10770174
13619,ÅseSk401,Åsen skole,61027468,10753912
13622,Bjers402,Bjerkelysveen,61053241,10709025
13624,Gorov401,Gorovangen,60568253,11285825
13625,Spita401,Spitalen,60495062,11324497
13626,Vollj401,Volljordet,60813035,11060551
13627,Vollj402,Volljordet,60813672,11060881
13628,AumaX401,Aumakrysset,62221011,10648189
13629,Bjørn401,Bjørnstad,61860388,10209834
13631,TangN421,Tangen nordre,61799573,10223832
13633,AtnKa401,Atnsjø kafé,61871541,10196166
13635,Bakkn431,Bakken,62001700,10013426
13636,GriBr401,Grimsa bru,62067583,9983758
13637,Slett461,Sletten,62100035,9986399
13638,FHeOp402,Fylkesgrensen,62199690,9648428
13640,Dalfl401,Dalflyen,62157404,9856124
13641,Åkerh401,Åkerhaugen,62149815,9855276
13642,Frisv401,Frisvoll,62183815,9787795
13643,Dalsl401,Dalslåen,62175412,9797370
13644,Trons421,Tronsgård,62155955,9831595
13645,Dalås401,Dalåsvegen,62157981,9826103
13646,Dalga401,Dalgardsvegen,62159709,9850546
13647,Lohn_401,Lohn,62144903,9910409
13648,Ryen_421,Ryen,62172630,10205910
13649,Ryeng401,Ryeng,62187985,10260972
13650,Tomta401,Tomtan,62200807,10307235
13651,Rykro401,Rykroken,62188345,10280431
13652,Krokm401,Krokmoen,62184750,10272057
13653,Haugt401,Haugtun,62175238,10239911
13654,Engvo401,Engvoll,62159852,10202119
13655,Follø401,Folløyen,62150139,10558723
13656,UnsbN401,Unsetbrenna nord,62031140,11081775
13657,UnsbS401,Unsetbrenna syd,62021324,11086609
13658,Finst422,Finstad,62102572,11046484
13659,Unset401,Unset,61967130,11103205
13660,Elvål401,Elvål,61931773,11055780
13661,BerSk411,Berger skole fv. 30,61893889,11075925
13662,Kulbu401,Kulbulia,60972988,11604639
13663,VHerH401,Vestre Hernes Handel,60949760,11602647
13664,Nymoe431,Nymoen,60962338,11597430
13665,Fjøsa401,Fjøsa,60942822,11613991
13666,HersX401,Herstadkrysset,60940309,11621263
13667,Hornd401,Horndalen,60971201,11650626
13668,Rabbk401,Rabbkjølen,61485061,12296481
13669,Granå401,Granåsen,61462753,12259811
13670,Kjern401,Kjernåsen,61489722,12253218
13671,Holls401,Hollsetra,61510523,12244935
13672,Elgsh401,Elgshøen,61525274,12253701
13673,Bryn_401,Bryn,61541229,12254543
13674,Flene401,Flenenga,61423848,12264995
13675,Buflo401,Buflod,61364143,12243920
13676,Fugla401,Fuglamoen,61353908,12244713
13677,Korsb411,Korsberget,61371663,12313214
13678,Ørsjø401,Ørsjøsetra,61419903,12377632
13679,LandS401,Søndre Landsjøåsen,61179758,12511755
13680,Nysæt431,Nysæter,61268163,12305158
13681,Mosan401,Mosanden,61300271,12268440
13682,TryVs401,Trysil videregående skole,61311751,12255152
13683,Sørli401,Sørlivegen,61262144,12341147
13684,Østby402,Østby,61254215,12531233
13685,Gjerv401,Gjervollsætervegen,61304450,12757206
13686,Sæter461,Sætersmoen,61369884,12721420
13687,Kjøle401,Kjølen,61364941,12729300
13694,ASand401,A Sandmoen,61277757,12792324
13695,Strøm441,Strømstad,61397256,12647680
13696,Drevj401,Drevjeneset,61416060,12614769
13697,Stige411,Stigen,61432959,12435071
13698,Bjøby401,Bjørneby,61437645,12599899
13699,FlodG401,Floden gård,61463543,12556013
13700,Granl441,Granly,61469720,12553446
13701,Dypfl401,Dypflod,61479944,12536897
13702,Skåre401,Skåret,61506928,12511633
13703,BakkL401,Bakken Ljørdalen,61519895,12505829
13704,Nyhei411,Nyheim,61525620,12504858
13705,Holme451,Holmen,61534489,12502329
13706,NesLj401,Nes Ljørdalen,61548573,12500331
13707,Linne421,Linnes,61559361,12497600
13708,LinnR401,Linnes Riksgrensen,61567021,12492206
13718,Skjær491,Skjæråsen,61252236,12496292
13719,LangX401,Langbrennkrysset,61240065,12514129
13720,Smørm401,Smørmyråsen,61359269,12292641
13726,Øverb421,Øverbygda,61329610,12244933
13727,Eltda401,Eltdalen,61481446,11933957
13728,EltdB401,Eltdalen bom,61488545,11916286
13729,Eltsj401,Eltsjøen,61469931,11982266
13730,TågmX401,Tågmyrkrysset,61420803,12105330
13731,Nyste421,Nysted,61414678,12058019
13732,Solhe441,Solheim,61415820,12071161
13733,Elgsm401,Elgsmyra,61457301,12038712
13734,Myrva411,Myrvang,61409888,12092642
13735,SkjæX411,Skjærvegkrysset,61406499,12076112
13741,Lutne401,Lutnes,61047736,12596112
13743,RundT401,Rundfloen tollstasjon,61075067,12575449
13744,Rundf401,Rundfloen,61082025,12571299
13745,Nybak431,Nybakk,61092651,12555829
13746,Grøno431,Grønoset,61097651,12549912
13747,Lille491,Lilleng,61112553,12534757
13748,Fosse431,Fosseng,61118227,12531193
13749,Mobek441,Mobekk,61127014,12519595
13750,Bergl431,Bergli Langtjernåsen,61166740,12527355
13751,Skogl441,Skogli,61151485,12550496
13752,Galås401,Galåsen,61178391,12557396
13753,Mandf401,Mandfloen,61148239,12468186
13754,Sagnø401,Sagnøya,61166782,12452233
13755,Grøtø401,Grøtøya,61178336,12451283
13756,Kolos411,Kolos,61187184,12448230
13757,Engem422,Engemoen,61216114,12382584
13758,Hegg_401,Hegg,61212191,12393546
13759,SætrØ401,Sætre øst,61239993,12355334
13760,Vonhe401,Vonheim,61225414,12232113
13761,GrønG401,Grøndalen gammelbutikken,61225261,12232861
13762,GrønB411,Grøndalen bautaen,61223134,12236911
13763,Frøha401,Frøhaug,61228339,12216048
13764,NordG411,Norderhaug Grøndalen,61229935,12207115
13765,Hjeml401,Hjemli,61235688,12200151
13766,Vestb401,Vestby,61249253,12035079
13767,Ulvsj401,Ulvsjøen,61247018,12015245
13769,Kleve422,Kleve,61223405,12047084
13770,Jerpe401,Jerpen,61228801,12041642
13771,Bagsj401,Bagsjøberget,61231012,11929468
13772,Hamme411,Hammeren leirsted,61191642,11892844
13773,Bkstu401,Bakkestua,61210909,11891726
13774,RoaDy401,Roa,61184437,11903721
13775,Gløtv411,Gløtvold,61241336,12023091
13776,Tallå401,Tallåssetra,61249903,11989636
13777,OseTu401,Osensjøen turistsenter,61152682,11948042
13778,Stenb411,Stenberg,61132920,11973325
13779,Hageb411,Hagebakken,61126059,11980538
13780,Sjøen411,Sjøenden,61107394,11983606
13785,Norsv401,Nordsvea,61146673,12082527
13786,Olden401,Olderskogen,61694732,11990506
13787,Nybra402,Nybrua,61720611,11971260
13788,Granr401,Graner gård,61773162,11938876
13789,Midtø401,Midtøya,61794930,11917347
13790,Drevs401,Drevsjø Gløtvold handel,61890655,12030392
13791,SorkX401,Sorkenkrysset,61917809,11959566
13792,Femun401,Femund,61918526,11940333
13793,Femun411,Femundsenden,61922837,11913361
13794,BolSk401,Bolstad skole,61126689,11305016
13795,Kling401,Klingen,61130116,11308404
13796,Almus401,Almus,61119171,11296057
13797,Opstu401,Oppstu,61136671,11312171
13798,Brgse411,Bergseth,61134583,11272694
13799,Skram401,Skramstadseter,61138163,11191842
13800,Blikk401,Blikkberget,61112729,11607650
13801,BliSk401,Blikkberget skole,61116805,11589512
13802,Sveve411,Svevegen Blikkberget,61117883,11582024
13803,Blikk411,Blikkbergsvegen,61108975,11553472
13804,Mørst401,Mørstaddammen,61124585,11516196
13805,Hovin421,Hovindskoia,61149162,11508377
13806,Julbr401,Julussbrua,61116721,11529422
13807,Kværn401,Kværnfallet,61194026,11549877
13808,Vollb401,Vollbakken,61194143,11576000
13809,Nygår411,Nygård,61198143,11509834
13810,Myrst401,Myrstad,61194838,11528147
13811,Solhg401,Solhaug,61838045,11778910
13812,Gløtv401,Gløtvola,61837634,11862358
13813,Femud401,Femundsundet,61813582,11708035
13814,Sølen401,Sølenstua,61836414,11732168
13815,Snert401,Snerta,61700835,11726594
13816,Høibe401,Høiberget,61692374,11757963
13817,Kvitv402,Kvitvorda,61670686,11783434
13818,SElKi401,Søre Elvdal kirke,61667795,11785865
13819,Husfl401,Husfloen,61652455,11827450
13820,Sork_401,Sorken,61971404,11944452
13821,Gutul401,Gutulia,62024030,12080507
13822,Småsj401,Småsjøvollen,62042392,12070866
13823,Åsvn_401,Åsvegen,62062338,12076423
13824,Dalse401,Dalseth,62128530,11994181
13825,Elgå_401,Elgå,62167041,11942622
13826,Gløtl401,Gløtli,61931468,11865496
13827,Gløtb401,Gløtberget,61931316,11835973
13828,Istef401,Isterfossen,61907318,11785617
13829,Galte421,Galten,61889783,11759846
